"Time (UTCG)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
7 Jul 2024 17:53:00.000,6675.260078,0.000809,28.481,357.186,251.366,76.565,76.475
7 Jul 2024 17:53:30.000,6675.406914,0.000772,28.482,357.184,253.657,76.265,76.179
7 Jul 2024 17:54:00.000,6675.547723,0.000734,28.483,357.183,256.035,75.879,75.797
7 Jul 2024 17:54:30.000,6675.681460,0.000695,28.484,357.182,258.504,75.401,75.324
7 Jul 2024 17:55:00.000,6675.807083,0.000655,28.485,357.181,261.073,74.823,74.751
7 Jul 2024 17:55:30.000,6675.923664,0.000613,28.486,357.180,263.753,74.134,74.067
7 Jul 2024 17:56:00.000,6676.030464,0.000571,28.487,357.179,266.562,73.316,73.253
7 Jul 2024 17:56:30.000,6676.126959,0.000528,28.488,357.179,269.527,72.341,72.284
7 Jul 2024 17:57:00.000,6676.212808,0.000485,28.489,357.178,272.689,71.170,71.117
7 Jul 2024 17:57:30.000,6676.287796,0.000441,28.489,357.178,276.106,69.743,69.696
7 Jul 2024 17:58:00.000,6676.351760,0.000396,28.490,357.178,279.864,67.975,67.933
7 Jul 2024 17:58:30.000,6676.404552,0.000352,28.490,357.178,284.090,65.739,65.702
7 Jul 2024 17:59:00.000,6676.446034,0.000308,28.491,357.178,288.984,62.836,62.804
7 Jul 2024 17:59:30.000,6676.476100,0.000264,28.491,357.177,294.863,58.946,58.920
7 Jul 2024 18:00:00.000,6676.494722,0.000222,28.491,357.177,302.264,53.535,53.514
7 Jul 2024 18:00:30.000,6676.501977,0.000183,28.491,357.177,312.108,45.681,45.666
7 Jul 2024 18:01:00.000,6676.498048,0.000149,28.491,357.177,325.901,33.877,33.868
7 Jul 2024 18:01:30.000,6676.483193,0.000124,28.491,357.177,345.434,16.334,16.330
7 Jul 2024 18:02:00.000,6676.457695,0.000116,28.491,357.177,10.198,353.560,353.562
7 Jul 2024 18:02:30.000,6676.421820,0.000127,28.491,357.177,34.471,331.277,331.284
7 Jul 2024 18:03:00.000,6676.375776,0.000152,28.491,357.177,53.122,314.615,314.628
7 Jul 2024 18:03:30.000,6676.319725,0.000187,28.490,357.177,66.217,303.510,303.528
7 Jul 2024 18:04:00.000,6676.253811,0.000226,28.490,357.177,75.588,296.130,296.153
7 Jul 2024 18:04:30.000,6676.178218,0.000267,28.489,357.177,82.657,291.050,291.079
7 Jul 2024 18:05:00.000,6676.093211,0.000310,28.489,357.176,88.281,287.416,287.450
7 Jul 2024 18:05:30.000,6675.999172,0.000353,28.488,357.176,92.960,284.728,284.767
7 Jul 2024 18:06:00.000,6675.896600,0.000396,28.487,357.175,96.989,282.689,282.733
7 Jul 2024 18:06:30.000,6675.786091,0.000439,28.486,357.175,100.553,281.115,281.165
7 Jul 2024 18:07:00.000,6675.668304,0.000481,28.485,357.174,103.770,279.889,279.943
7 Jul 2024 18:07:30.000,6675.543914,0.000523,28.484,357.173,106.720,278.929,278.989
7 Jul 2024 18:08:00.000,6675.413580,0.000564,28.483,357.172,109.458,278.182,278.246
7 Jul 2024 18:08:30.000,6675.277916,0.000604,28.482,357.171,112.024,277.608,277.676
7 Jul 2024 18:09:00.000,6675.137476,0.000643,28.481,357.169,114.447,277.176,277.249
7 Jul 2024 18:09:30.000,6674.992746,0.000681,28.480,357.168,116.751,276.864,276.941
7 Jul 2024 18:10:00.000,6674.844152,0.000719,28.479,357.166,118.954,276.653,276.735
7 Jul 2024 18:10:30.000,6674.692080,0.000755,28.478,357.164,121.068,276.530,276.616
7 Jul 2024 18:11:00.000,6674.536911,0.000790,28.476,357.162,123.107,276.484,276.574
7 Jul 2024 18:11:30.000,6674.379071,0.000824,28.475,357.160,125.077,276.507,276.600
7 Jul 2024 18:12:00.000,6674.219080,0.000856,28.474,357.158,126.984,276.592,276.690
7 Jul 2024 18:12:30.000,6674.057597,0.000888,28.473,357.155,128.831,276.739,276.840
7 Jul 2024 18:13:00.000,6673.895436,0.000918,28.471,357.152,130.618,276.944,277.049
7 Jul 2024 18:13:30.000,6673.733539,0.000946,28.470,357.149,132.345,277.211,277.319
7 Jul 2024 18:14:00.000,6673.572929,0.000974,28.469,357.146,134.009,277.541,277.651
7 Jul 2024 18:14:30.000,6673.414626,0.000999,28.468,357.143,135.609,277.935,278.048
7 Jul 2024 18:15:00.000,6673.259581,0.001024,28.467,357.139,137.143,278.395,278.511
7 Jul 2024 18:15:30.000,6673.108624,0.001047,28.465,357.136,138.609,278.923,279.042
7 Jul 2024 18:16:00.000,6672.962454,0.001069,28.464,357.132,140.009,279.519,279.639
7 Jul 2024 18:16:30.000,6672.821680,0.001089,28.463,357.128,141.341,280.181,280.304
7 Jul 2024 18:17:00.000,6672.686870,0.001109,28.462,357.124,142.606,280.912,281.036
7 Jul 2024 18:17:30.000,6672.558615,0.001127,28.461,357.119,143.803,281.710,281.836
7 Jul 2024 18:18:00.000,6672.437561,0.001144,28.460,357.115,144.932,282.578,282.705
7 Jul 2024 18:18:30.000,6672.324412,0.001160,28.460,357.111,145.989,283.516,283.645
7 Jul 2024 18:19:00.000,6672.219894,0.001175,28.459,357.106,146.974,284.528,284.658
7 Jul 2024 18:19:30.000,6672.124707,0.001190,28.458,357.101,147.884,285.615,285.746
7 Jul 2024 18:20:00.000,6672.039487,0.001203,28.457,357.096,148.718,286.777,286.909
7 Jul 2024 18:20:30.000,6671.964788,0.001217,28.457,357.091,149.476,288.017,288.149
7 Jul 2024 18:21:00.000,6671.901083,0.001230,28.456,357.086,150.158,289.332,289.465
7 Jul 2024 18:21:30.000,6671.848787,0.001242,28.456,357.081,150.765,290.722,290.855
7 Jul 2024 18:22:00.000,6671.808261,0.001255,28.456,357.076,151.299,292.186,292.319
7 Jul 2024 18:22:30.000,6671.779788,0.001268,28.455,357.071,151.762,293.721,293.854
7 Jul 2024 18:23:00.000,6671.763524,0.001281,28.455,357.066,152.159,295.322,295.454
7 Jul 2024 18:23:30.000,6671.759429,0.001295,28.455,357.061,152.495,296.984,297.116
7 Jul 2024 18:24:00.000,6671.767212,0.001309,28.455,357.055,152.779,298.698,298.830
7 Jul 2024 18:24:30.000,6671.786339,0.001324,28.455,357.050,153.018,300.457,300.588
7 Jul 2024 18:25:00.000,6671.816096,0.001340,28.455,357.045,153.224,302.250,302.380
7 Jul 2024 18:25:30.000,6671.855729,0.001358,28.456,357.040,153.405,304.068,304.197
7 Jul 2024 18:26:00.000,6671.904594,0.001376,28.456,357.035,153.569,305.903,306.030
7 Jul 2024 18:26:30.000,6671.962293,0.001395,28.457,357.030,153.722,307.749,307.875
7 Jul 2024 18:27:00.000,6672.028727,0.001415,28.457,357.025,153.869,309.601,309.726
7 Jul 2024 18:27:30.000,6672.104038,0.001436,28.458,357.020,154.012,311.457,311.581
7 Jul 2024 18:28:00.000,6672.188461,0.001459,28.458,357.015,154.156,313.313,313.435
7 Jul 2024 18:28:30.000,6672.282128,0.001483,28.459,357.010,154.305,315.163,315.283
7 Jul 2024 18:29:00.000,6672.384879,0.001508,28.460,357.006,154.465,317.002,317.120
7 Jul 2024 18:29:30.000,6672.496168,0.001535,28.461,357.001,154.646,318.821,318.937
7 Jul 2024 18:30:00.000,6672.615076,0.001563,28.462,356.997,154.854,320.613,320.727
7 Jul 2024 18:30:30.000,6672.740446,0.001592,28.463,356.993,155.097,322.370,322.481
7 Jul 2024 18:31:00.000,6672.871077,0.001622,28.464,356.989,155.380,324.086,324.195
7 Jul 2024 18:31:30.000,6673.005923,0.001653,28.465,356.985,155.707,325.759,325.865
7 Jul 2024 18:32:00.000,6673.144219,0.001685,28.466,356.981,156.079,327.386,327.490
7 Jul 2024 18:32:30.000,6673.285508,0.001717,28.467,356.977,156.495,328.970,329.071
7 Jul 2024 18:33:00.000,6673.429560,0.001750,28.468,356.974,156.955,330.509,330.608
7 Jul 2024 18:33:30.000,6673.576227,0.001784,28.470,356.971,157.458,332.006,332.102
7 Jul 2024 18:34:00.000,6673.725293,0.001818,28.471,356.968,158.004,333.460,333.553
7 Jul 2024 18:34:30.000,6673.876371,0.001852,28.472,356.965,158.592,334.871,334.961
7 Jul 2024 18:35:00.000,6674.028873,0.001886,28.473,356.962,159.224,336.239,336.326
7 Jul 2024 18:35:30.000,6674.182059,0.001920,28.475,356.959,159.900,337.563,337.647
7 Jul 2024 18:36:00.000,6674.335114,0.001955,28.476,356.957,160.618,338.843,338.924
7 Jul 2024 18:36:30.000,6674.487229,0.001989,28.477,356.955,161.380,340.081,340.159
7 Jul 2024 18:37:00.000,6674.637641,0.002022,28.478,356.953,162.184,341.277,341.351
7 Jul 2024 18:37:30.000,6674.785621,0.002055,28.480,356.951,163.028,342.432,342.503
7 Jul 2024 18:38:00.000,6674.930444,0.002088,28.481,356.950,163.911,343.548,343.616
7 Jul 2024 18:38:30.000,6675.071343,0.002119,28.482,356.948,164.833,344.626,344.690
7 Jul 2024 18:39:00.000,6675.207509,0.002150,28.483,356.947,165.790,345.668,345.728
7 Jul 2024 18:39:30.000,6675.338120,0.002179,28.484,356.946,166.782,346.675,346.732
7 Jul 2024 18:40:00.000,6675.462412,0.002207,28.485,356.945,167.807,347.649,347.703
7 Jul 2024 18:40:30.000,6675.579744,0.002233,28.486,356.944,168.861,348.594,348.645
7 Jul 2024 18:41:00.000,6675.689626,0.002258,28.487,356.943,169.943,349.512,349.559
7 Jul 2024 18:41:30.000,6675.791695,0.002281,28.487,356.943,171.049,350.404,350.447
7 Jul 2024 18:42:00.000,6675.885632,0.002303,28.488,356.942,172.179,351.273,351.313
7 Jul 2024 18:42:30.000,6675.971063,0.002323,28.489,356.942,173.331,352.120,352.157
7 Jul 2024 18:43:00.000,6676.047471,0.002340,28.489,356.942,174.502,352.948,352.981
7 Jul 2024 18:43:30.000,6676.114175,0.002356,28.490,356.941,175.691,353.758,353.787
7 Jul 2024 18:44:00.000,6676.170382,0.002369,28.490,356.941,176.897,354.551,354.577
7 Jul 2024 18:44:30.000,6676.215302,0.002381,28.490,356.941,178.117,355.330,355.352
7 Jul 2024 18:45:00.000,6676.248291,0.002389,28.491,356.941,179.348,356.098,356.117
7 Jul 2024 18:45:30.000,6676.268967,0.002396,28.491,356.941,180.586,356.858,356.873
7 Jul 2024 18:46:00.000,6676.277265,0.002399,28.491,356.941,181.829,357.614,357.626
7 Jul 2024 18:46:30.000,6676.273409,0.002401,28.491,356.941,183.074,358.368,358.376
7 Jul 2024 18:47:00.000,6676.257823,0.002399,28.491,356.941,184.318,359.124,359.128
7 Jul 2024 18:47:30.000,6676.231008,0.002396,28.490,356.941,185.557,359.883,359.884
7 Jul 2024 18:48:00.000,6676.193435,0.002390,28.490,356.941,186.791,0.648,0.645
7 Jul 2024 18:48:30.000,6676.145478,0.002382,28.490,356.941,188.018,1.420,1.413
7 Jul 2024 18:49:00.000,6676.087405,0.002372,28.489,356.941,189.237,2.201,2.190
7 Jul 2024 18:49:30.000,6676.019416,0.002359,28.489,356.940,190.444,2.992,2.978
7 Jul 2024 18:50:00.000,6675.941690,0.002345,28.488,356.940,191.639,3.796,3.779
7 Jul 2024 18:50:30.000,6675.854436,0.002328,28.487,356.940,192.820,4.615,4.594
7 Jul 2024 18:51:00.000,6675.757924,0.002310,28.487,356.939,193.984,5.451,5.425
7 Jul 2024 18:51:30.000,6675.652495,0.002289,28.486,356.938,195.128,6.305,6.277
7 Jul 2024 18:52:00.000,6675.538566,0.002267,28.485,356.938,196.251,7.182,7.149
7 Jul 2024 18:52:30.000,6675.416647,0.002243,28.484,356.937,197.350,8.083,8.047
7 Jul 2024 18:53:00.000,6675.287360,0.002217,28.483,356.936,198.421,9.010,8.971
7 Jul 2024 18:53:30.000,6675.151465,0.002189,28.482,356.935,199.464,9.968,9.924
7 Jul 2024 18:54:00.000,6675.009857,0.002161,28.481,356.933,200.474,10.957,10.910
7 Jul 2024 18:54:30.000,6674.863539,0.002131,28.479,356.932,201.451,11.980,11.929
7 Jul 2024 18:55:00.000,6674.713545,0.002101,28.478,356.930,202.393,13.038,12.983
7 Jul 2024 18:55:30.000,6674.560843,0.002069,28.477,356.928,203.299,14.131,14.074
7 Jul 2024 18:56:00.000,6674.406256,0.002037,28.476,356.926,204.168,15.262,15.201
7 Jul 2024 18:56:30.000,6674.250405,0.002005,28.475,356.924,205.000,16.430,16.365
7 Jul 2024 18:57:00.000,6674.093732,0.001972,28.473,356.921,205.793,17.636,17.568
7 Jul 2024 18:57:30.000,6673.936578,0.001939,28.472,356.919,206.547,18.883,18.811
7 Jul 2024 18:58:00.000,6673.779300,0.001905,28.471,356.916,207.260,20.170,20.095
7 Jul 2024 18:58:30.000,6673.622376,0.001872,28.470,356.913,207.930,21.501,21.422
7 Jul 2024 18:59:00.000,6673.466466,0.001839,28.468,356.910,208.555,22.876,22.794
7 Jul 2024 18:59:30.000,6673.312394,0.001805,28.467,356.907,209.134,24.296,24.211
7 Jul 2024 19:00:00.000,6673.161069,0.001773,28.466,356.903,209.669,25.761,25.673
7 Jul 2024 19:00:30.000,6673.013379,0.001741,28.465,356.900,210.161,27.270,27.179
7 Jul 2024 19:01:00.000,6672.870104,0.001709,28.464,356.896,210.610,28.822,28.727
7 Jul 2024 19:01:30.000,6672.731882,0.001679,28.463,356.892,211.019,30.413,30.316
7 Jul 2024 19:02:00.000,6672.599254,0.001649,28.462,356.888,211.390,32.042,31.942
7 Jul 2024 19:02:30.000,6672.472752,0.001620,28.461,356.884,211.725,33.707,33.604
7 Jul 2024 19:03:00.000,6672.353001,0.001593,28.460,356.879,212.028,35.404,35.299
7 Jul 2024 19:03:30.000,6672.240770,0.001567,28.459,356.875,212.302,37.130,37.022
7 Jul 2024 19:04:00.000,6672.136954,0.001542,28.458,356.870,212.554,38.878,38.767
7 Jul 2024 19:04:30.000,6672.042469,0.001518,28.458,356.866,212.791,40.642,40.528
7 Jul 2024 19:05:00.000,6671.958116,0.001496,28.457,356.861,213.020,42.412,42.296
7 Jul 2024 19:05:30.000,6671.884448,0.001476,28.456,356.856,213.252,44.181,44.063
7 Jul 2024 19:06:00.000,6671.821709,0.001456,28.456,356.851,213.492,45.940,45.820
7 Jul 2024 19:06:30.000,6671.769860,0.001438,28.455,356.846,213.748,47.683,47.561
7 Jul 2024 19:07:00.000,6671.728690,0.001421,28.455,356.841,214.026,49.405,49.282
7 Jul 2024 19:07:30.000,6671.697966,0.001405,28.455,356.836,214.329,51.102,50.976
7 Jul 2024 19:08:00.000,6671.677561,0.001390,28.455,356.831,214.662,52.768,52.641
7 Jul 2024 19:08:30.000,6671.667508,0.001376,28.455,356.826,215.030,54.399,54.271
7 Jul 2024 19:09:00.000,6671.667960,0.001362,28.455,356.821,215.439,55.990,55.860
7 Jul 2024 19:09:30.000,6671.679087,0.001349,28.455,356.815,215.893,57.534,57.404
7 Jul 2024 19:10:00.000,6671.700935,0.001336,28.455,356.810,216.399,59.027,58.896
7 Jul 2024 19:10:30.000,6671.733335,0.001324,28.455,356.805,216.960,60.464,60.332
7 Jul 2024 19:11:00.000,6671.775883,0.001311,28.456,356.800,217.578,61.845,61.712
7 Jul 2024 19:11:30.000,6671.828011,0.001299,28.456,356.795,218.253,63.168,63.035
7 Jul 2024 19:12:00.000,6671.889112,0.001287,28.457,356.790,218.986,64.433,64.300
7 Jul 2024 19:12:30.000,6671.958680,0.001274,28.457,356.786,219.774,65.643,65.510
7 Jul 2024 19:13:00.000,6672.036391,0.001260,28.458,356.781,220.619,66.795,66.662
7 Jul 2024 19:13:30.000,6672.122104,0.001247,28.459,356.776,221.522,67.889,67.757
7 Jul 2024 19:14:00.000,6672.215787,0.001233,28.459,356.772,222.485,68.923,68.791
7 Jul 2024 19:14:30.000,6672.317394,0.001218,28.460,356.767,223.512,69.893,69.762
7 Jul 2024 19:15:00.000,6672.426750,0.001202,28.461,356.763,224.604,70.798,70.668
7 Jul 2024 19:15:30.000,6672.543499,0.001186,28.462,356.759,225.762,71.636,71.507
7 Jul 2024 19:16:00.000,6672.667117,0.001169,28.463,356.755,226.986,72.407,72.280
7 Jul 2024 19:16:30.000,6672.796998,0.001151,28.464,356.751,228.276,73.113,72.987
7 Jul 2024 19:17:00.000,6672.932548,0.001132,28.465,356.748,229.632,73.753,73.628
7 Jul 2024 19:17:30.000,6673.073262,0.001111,28.466,356.744,231.053,74.327,74.204
7 Jul 2024 19:18:00.000,6673.218737,0.001090,28.468,356.741,232.541,74.834,74.713
7 Jul 2024 19:18:30.000,6673.368614,0.001068,28.469,356.738,234.098,75.271,75.152
7 Jul 2024 19:19:00.000,6673.522481,0.001044,28.470,356.735,235.728,75.635,75.519
7 Jul 2024 19:19:30.000,6673.679781,0.001019,28.471,356.732,237.432,75.925,75.812
7 Jul 2024 19:20:00.000,6673.839767,0.000993,28.472,356.729,239.212,76.140,76.029
7 Jul 2024 19:20:30.000,6674.001516,0.000966,28.474,356.727,241.067,76.277,76.170
7 Jul 2024 19:21:00.000,6674.164011,0.000938,28.475,356.724,242.999,76.338,76.234
7 Jul 2024 19:21:30.000,6674.326234,0.000908,28.476,356.722,245.008,76.323,76.222
7 Jul 2024 19:22:00.000,6674.487243,0.000877,28.477,356.720,247.095,76.228,76.131
7 Jul 2024 19:22:30.000,6674.646189,0.000844,28.479,356.719,249.265,76.051,75.957
7 Jul 2024 19:23:00.000,6674.802273,0.000811,28.480,356.717,251.521,75.787,75.697
7 Jul 2024 19:23:30.000,6674.954659,0.000776,28.481,356.715,253.872,75.429,75.342
7 Jul 2024 19:24:00.000,6675.102403,0.000740,28.482,356.714,256.324,74.969,74.887
7 Jul 2024 19:24:30.000,6675.244423,0.000703,28.483,356.713,258.885,74.399,74.321
7 Jul 2024 19:25:00.000,6675.379549,0.000665,28.484,356.712,261.564,73.711,73.638
7 Jul 2024 19:25:30.000,6675.506639,0.000626,28.485,356.711,264.374,72.893,72.824
7 Jul 2024 19:26:00.000,6675.624718,0.000586,28.486,356.710,267.332,71.926,71.862
7 Jul 2024 19:26:30.000,6675.733091,0.000545,28.487,356.710,270.464,70.784,70.725
7 Jul 2024 19:27:00.000,6675.831376,0.000504,28.487,356.709,273.813,69.426,69.372
7 Jul 2024 19:27:30.000,6675.919448,0.000462,28.488,356.709,277.438,67.792,67.743
7 Jul 2024 19:28:00.000,6675.997306,0.000420,28.489,356.709,281.425,65.795,65.751
7 Jul 2024 19:28:30.000,6676.064904,0.000378,28.489,356.708,285.899,63.312,63.273
7 Jul 2024 19:29:00.000,6676.122030,0.000337,28.489,356.708,291.035,60.166,60.132
7 Jul 2024 19:29:30.000,6676.168250,0.000296,28.490,356.708,297.092,56.099,56.071
7 Jul 2024 19:30:00.000,6676.202959,0.000257,28.490,356.708,304.454,50.727,50.704
7 Jul 2024 19:30:30.000,6676.225511,0.000221,28.490,356.708,313.694,43.477,43.460
7 Jul 2024 19:31:00.000,6676.235380,0.000188,28.490,356.708,325.600,33.561,33.549
7 Jul 2024 19:31:30.000,6676.232292,0.000164,28.490,356.708,340.975,20.176,20.170
7 Jul 2024 19:32:00.000,6676.216289,0.000151,28.490,356.708,359.781,3.360,3.359
7 Jul 2024 19:32:30.000,6676.187718,0.000152,28.490,356.708,19.950,345.181,345.185
7 Jul 2024 19:33:00.000,6676.147128,0.000167,28.490,356.708,38.255,328.866,328.875
7 Jul 2024 19:33:30.000,6676.095150,0.000192,28.489,356.708,52.972,316.139,316.154
7 Jul 2024 19:34:00.000,6676.032389,0.000225,28.489,356.708,64.290,306.811,306.832
7 Jul 2024 19:34:30.000,6675.959358,0.000261,28.488,356.707,73.060,300.032,300.058
7 Jul 2024 19:35:00.000,6675.876481,0.000300,28.488,356.707,80.053,295.029,295.060
7 Jul 2024 19:35:30.000,6675.784129,0.000340,28.487,356.707,85.818,291.254,291.290
7 Jul 2024 19:36:00.000,6675.682686,0.000381,28.486,356.706,90.720,288.343,288.384
7 Jul 2024 19:36:30.000,6675.572595,0.000422,28.485,356.706,94.996,286.057,286.103
7 Jul 2024 19:37:00.000,6675.454381,0.000463,28.484,356.705,98.808,284.236,284.287
7 Jul 2024 19:37:30.000,6675.328636,0.000503,28.483,356.704,102.264,282.772,282.828
7 Jul 2024 19:38:00.000,6675.196000,0.000543,28.482,356.703,105.439,281.588,281.649
7 Jul 2024 19:38:30.000,6675.057124,0.000582,28.481,356.702,108.387,280.630,280.696
7 Jul 2024 19:39:00.000,6674.912673,0.000620,28.480,356.700,111.149,279.860,279.930
7 Jul 2024 19:39:30.000,6674.763331,0.000658,28.479,356.699,113.754,279.247,279.321
7 Jul 2024 19:40:00.000,6674.609824,0.000694,28.478,356.697,116.223,278.770,278.849
7 Jul 2024 19:40:30.000,6674.452944,0.000730,28.477,356.695,118.572,278.413,278.496
7 Jul 2024 19:41:00.000,6674.293550,0.000764,28.476,356.693,120.812,278.165,278.252
7 Jul 2024 19:41:30.000,6674.132544,0.000797,28.474,356.691,122.952,278.018,278.109
7 Jul 2024 19:42:00.000,6673.970837,0.000829,28.473,356.689,124.997,277.966,278.060
7 Jul 2024 19:42:30.000,6673.809301,0.000859,28.472,356.686,126.953,278.003,278.100
7 Jul 2024 19:43:00.000,6673.648743,0.000889,28.471,356.684,128.824,278.125,278.226
7 Jul 2024 19:43:30.000,6673.489883,0.000917,28.469,356.681,130.615,278.328,278.432
7 Jul 2024 19:44:00.000,6673.333358,0.000944,28.468,356.678,132.327,278.610,278.717
7 Jul 2024 19:44:30.000,6673.179742,0.000970,28.467,356.674,133.966,278.965,279.075
7 Jul 2024 19:45:00.000,6673.029557,0.000994,28.466,356.671,135.533,279.393,279.505
7 Jul 2024 19:45:30.000,6672.883285,0.001017,28.464,356.667,137.030,279.890,280.005
7 Jul 2024 19:46:00.000,6672.741379,0.001039,28.463,356.663,138.461,280.454,280.571
7 Jul 2024 19:46:30.000,6672.604268,0.001060,28.462,356.660,139.826,281.085,281.204
7 Jul 2024 19:47:00.000,6672.472374,0.001080,28.461,356.655,141.126,281.780,281.901
7 Jul 2024 19:47:30.000,6672.346144,0.001099,28.460,356.651,142.362,282.539,282.662
7 Jul 2024 19:48:00.000,6672.226076,0.001117,28.459,356.647,143.534,283.364,283.488
7 Jul 2024 19:48:30.000,6672.112744,0.001133,28.458,356.642,144.640,284.254,284.379
7 Jul 2024 19:49:00.000,6672.006804,0.001149,28.458,356.638,145.679,285.211,285.338
7 Jul 2024 19:49:30.000,6671.908958,0.001164,28.457,356.633,146.649,286.238,286.366
7 Jul 2024 19:50:00.000,6671.819900,0.001178,28.456,356.628,147.548,287.336,287.465
7 Jul 2024 19:50:30.000,6671.740250,0.001192,28.456,356.623,148.374,288.507,288.636
7 Jul 2024 19:51:00.000,6671.670493,0.001205,28.455,356.618,149.129,289.749,289.879
7 Jul 2024 19:51:30.000,6671.610963,0.001218,28.455,356.613,149.814,291.062,291.193
7 Jul 2024 19:52:00.000,6671.561856,0.001231,28.454,356.608,150.430,292.444,292.574
7 Jul 2024 19:52:30.000,6671.523285,0.001244,28.454,356.603,150.981,293.891,294.021
7 Jul 2024 19:53:00.000,6671.495344,0.001257,28.454,356.597,151.470,295.400,295.530
7 Jul 2024 19:53:30.000,6671.478161,0.001270,28.454,356.592,151.901,296.967,297.097
7 Jul 2024 19:54:00.000,6671.471911,0.001284,28.454,356.587,152.277,298.590,298.719
7 Jul 2024 19:54:30.000,6671.476794,0.001298,28.454,356.582,152.600,300.265,300.394
7 Jul 2024 19:55:00.000,6671.492983,0.001313,28.454,356.576,152.876,301.988,302.116
7 Jul 2024 19:55:30.000,6671.520575,0.001328,28.454,356.571,153.109,303.754,303.880
7 Jul 2024 19:56:00.000,6671.559557,0.001345,28.455,356.566,153.306,305.556,305.681
7 Jul 2024 19:56:30.000,6671.609818,0.001363,28.455,356.561,153.474,307.387,307.511
7 Jul 2024 19:57:00.000,6671.671177,0.001382,28.456,356.556,153.620,309.240,309.363
7 Jul 2024 19:57:30.000,6671.743427,0.001402,28.456,356.551,153.752,311.108,311.229
7 Jul 2024 19:58:00.000,6671.826349,0.001424,28.457,356.546,153.878,312.981,313.101
7 Jul 2024 19:58:30.000,6671.919685,0.001447,28.457,356.542,154.004,314.854,314.972
7 Jul 2024 19:59:00.000,6672.023075,0.001472,28.458,356.537,154.141,316.717,316.833
7 Jul 2024 19:59:30.000,6672.135970,0.001498,28.459,356.533,154.295,318.562,318.676
7 Jul 2024 20:00:00.000,6672.257573,0.001526,28.460,356.528,154.476,320.381,320.492
7 Jul 2024 20:00:30.000,6672.386836,0.001556,28.461,356.524,154.693,322.164,322.273
7 Jul 2024 20:01:00.000,6672.522545,0.001586,28.462,356.520,154.951,323.906,324.013
7 Jul 2024 20:01:30.000,6672.663453,0.001618,28.463,356.516,155.256,325.600,325.705
7 Jul 2024 20:02:00.000,6672.808448,0.001651,28.464,356.512,155.610,327.245,327.348
7 Jul 2024 20:02:30.000,6672.956685,0.001684,28.465,356.509,156.015,328.840,328.940
7 Jul 2024 20:03:00.000,6673.107626,0.001718,28.467,356.505,156.470,330.385,330.482
7 Jul 2024 20:03:30.000,6673.260981,0.001753,28.468,356.502,156.974,331.881,331.975
7 Jul 2024 20:04:00.000,6673.416558,0.001787,28.469,356.499,157.525,333.330,333.421
7 Jul 2024 20:04:30.000,6673.574075,0.001823,28.470,356.496,158.123,334.731,334.820
7 Jul 2024 20:05:00.000,6673.733000,0.001858,28.472,356.493,158.769,336.085,336.171
7 Jul 2024 20:05:30.000,6673.892474,0.001894,28.473,356.491,159.463,337.390,337.474
7 Jul 2024 20:06:00.000,6674.051358,0.001929,28.474,356.488,160.206,338.647,338.728
7 Jul 2024 20:06:30.000,6674.208360,0.001965,28.475,356.486,160.997,339.855,339.933
7 Jul 2024 20:07:00.000,6674.362218,0.001999,28.477,356.484,161.835,341.017,341.091
7 Jul 2024 20:07:30.000,6674.511868,0.002033,28.478,356.482,162.717,342.134,342.205
7 Jul 2024 20:08:00.000,6674.656522,0.002066,28.479,356.481,163.641,343.210,343.278
7 Jul 2024 20:08:30.000,6674.795662,0.002098,28.480,356.479,164.602,344.248,344.313
7 Jul 2024 20:09:00.000,6674.928943,0.002128,28.481,356.478,165.597,345.252,345.314
7 Jul 2024 20:09:30.000,6675.056055,0.002158,28.482,356.476,166.624,346.224,346.283
7 Jul 2024 20:10:00.000,6675.176605,0.002186,28.483,356.475,167.681,347.167,347.223
7 Jul 2024 20:10:30.000,6675.290062,0.002212,28.484,356.474,168.765,348.082,348.134
7 Jul 2024 20:11:00.000,6675.395767,0.002237,28.485,356.474,169.875,348.971,349.020
7 Jul 2024 20:11:30.000,6675.493020,0.002260,28.486,356.473,171.009,349.836,349.882
7 Jul 2024 20:12:00.000,6675.581180,0.002281,28.487,356.472,172.164,350.680,350.723
7 Jul 2024 20:12:30.000,6675.659739,0.002300,28.488,356.472,173.338,351.505,351.544
7 Jul 2024 20:13:00.000,6675.728360,0.002318,28.488,356.472,174.528,352.314,352.349
7 Jul 2024 20:13:30.000,6675.786847,0.002333,28.489,356.471,175.732,353.109,353.141
7 Jul 2024 20:14:00.000,6675.835090,0.002345,28.489,356.471,176.948,353.893,353.921
7 Jul 2024 20:14:30.000,6675.873008,0.002356,28.490,356.471,178.172,354.668,354.693
7 Jul 2024 20:15:00.000,6675.900511,0.002365,28.490,356.471,179.403,355.435,355.457
7 Jul 2024 20:15:30.000,6675.917517,0.002371,28.490,356.471,180.640,356.198,356.216
7 Jul 2024 20:16:00.000,6675.923978,0.002375,28.490,356.471,181.879,356.957,356.972
7 Jul 2024 20:16:30.000,6675.919930,0.002377,28.490,356.471,183.120,357.716,357.726
7 Jul 2024 20:17:00.000,6675.905504,0.002376,28.490,356.471,184.360,358.475,358.482
