"Time (UTCG)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
7 Jul 2024 20:17:30.000,6675.880908,0.002374,28.490,356.471,185.597,359.236,359.240
7 Jul 2024 20:18:00.000,6675.846368,0.002369,28.490,356.471,186.830,0.002,0.002
7 Jul 2024 20:18:30.000,6675.802057,0.002362,28.489,356.471,188.057,0.774,0.770
7 Jul 2024 20:19:00.000,6675.748053,0.002353,28.489,356.471,189.278,1.553,1.546
7 Jul 2024 20:19:30.000,6675.684328,0.002342,28.488,356.471,190.489,2.341,2.330
7 Jul 2024 20:20:00.000,6675.610803,0.002328,28.488,356.470,191.690,3.139,3.124
7 Jul 2024 20:20:30.000,6675.527439,0.002313,28.487,356.470,192.878,3.951,3.932
7 Jul 2024 20:21:00.000,6675.434338,0.002295,28.486,356.469,194.049,4.778,4.756
7 Jul 2024 20:21:30.000,6675.331819,0.002276,28.486,356.469,195.203,5.624,5.599
7 Jul 2024 20:22:00.000,6675.220449,0.002254,28.485,356.468,196.334,6.492,6.463
7 Jul 2024 20:22:30.000,6675.101009,0.002231,28.484,356.467,197.441,7.385,7.352
7 Jul 2024 20:23:00.000,6674.974418,0.002206,28.483,356.466,198.521,8.304,8.268
7 Jul 2024 20:23:30.000,6674.841637,0.002180,28.482,356.465,199.573,9.252,9.212
7 Jul 2024 20:24:00.000,6674.703587,0.002152,28.481,356.464,200.594,10.230,10.187
7 Jul 2024 20:24:30.000,6674.561091,0.002124,28.480,356.462,201.584,11.240,11.193
7 Jul 2024 20:25:00.000,6674.414860,0.002094,28.478,356.460,202.541,12.283,12.232
7 Jul 2024 20:25:30.000,6674.265510,0.002064,28.477,356.459,203.464,13.361,13.306
7 Jul 2024 20:26:00.000,6674.113601,0.002032,28.476,356.457,204.350,14.474,14.416
7 Jul 2024 20:26:30.000,6673.959675,0.002001,28.475,356.455,205.200,15.624,15.563
7 Jul 2024 20:27:00.000,6673.804287,0.001968,28.473,356.452,206.010,16.814,16.749
7 Jul 2024 20:27:30.000,6673.648032,0.001936,28.472,356.450,206.780,18.044,17.976
7 Jul 2024 20:28:00.000,6673.491559,0.001903,28.471,356.447,207.508,19.316,19.244
7 Jul 2024 20:28:30.000,6673.335583,0.001870,28.470,356.444,208.193,20.632,20.557
7 Jul 2024 20:29:00.000,6673.180887,0.001837,28.468,356.441,208.834,21.991,21.912
7 Jul 2024 20:29:30.000,6673.028313,0.001804,28.467,356.438,209.431,23.395,23.313
7 Jul 2024 20:30:00.000,6672.878732,0.001772,28.466,356.434,209.985,24.841,24.756
7 Jul 2024 20:30:30.000,6672.733013,0.001741,28.465,356.431,210.496,26.330,26.242
7 Jul 2024 20:31:00.000,6672.591969,0.001710,28.464,356.427,210.967,27.860,27.768
7 Jul 2024 20:31:30.000,6672.456326,0.001680,28.463,356.423,211.400,29.427,29.333
7 Jul 2024 20:32:00.000,6672.326708,0.001651,28.462,356.419,211.798,31.030,30.932
7 Jul 2024 20:32:30.000,6672.203647,0.001623,28.461,356.415,212.164,32.664,32.564
7 Jul 2024 20:33:00.000,6672.087620,0.001596,28.460,356.410,212.501,34.327,34.224
7 Jul 2024 20:33:30.000,6671.979087,0.001570,28.459,356.406,212.814,36.015,35.909
7 Jul 2024 20:34:00.000,6671.878520,0.001545,28.458,356.401,213.106,37.723,37.614
7 Jul 2024 20:34:30.000,6671.786398,0.001522,28.457,356.397,213.384,39.445,39.335
7 Jul 2024 20:35:00.000,6671.703171,0.001500,28.457,356.392,213.653,41.177,41.064
7 Jul 2024 20:35:30.000,6671.629204,0.001479,28.456,356.387,213.918,42.911,42.796
7 Jul 2024 20:36:00.000,6671.564737,0.001459,28.456,356.382,214.188,44.642,44.525
7 Jul 2024 20:36:30.000,6671.509874,0.001440,28.455,356.377,214.465,46.364,46.245
7 Jul 2024 20:37:00.000,6671.464620,0.001422,28.455,356.372,214.757,48.072,47.951
7 Jul 2024 20:37:30.000,6671.428970,0.001406,28.454,356.367,215.067,49.762,49.639
7 Jul 2024 20:38:00.000,6671.402998,0.001390,28.454,356.361,215.400,51.428,51.304
7 Jul 2024 20:38:30.000,6671.386934,0.001375,28.454,356.356,215.762,53.066,52.941
7 Jul 2024 20:39:00.000,6671.381166,0.001361,28.454,356.351,216.157,54.670,54.543
7 Jul 2024 20:39:30.000,6671.386182,0.001347,28.454,356.346,216.595,56.232,56.104
7 Jul 2024 20:40:00.000,6671.402439,0.001334,28.454,356.341,217.081,57.744,57.615
7 Jul 2024 20:40:30.000,6671.430216,0.001322,28.455,356.336,217.624,59.200,59.070
7 Jul 2024 20:41:00.000,6671.469509,0.001310,28.455,356.331,218.228,60.595,60.464
7 Jul 2024 20:41:30.000,6671.519986,0.001298,28.455,356.326,218.898,61.923,61.792
7 Jul 2024 20:42:00.000,6671.581047,0.001287,28.456,356.321,219.634,63.186,63.054
7 Jul 2024 20:42:30.000,6671.651947,0.001274,28.456,356.316,220.435,64.382,64.251
7 Jul 2024 20:43:00.000,6671.731955,0.001262,28.457,356.311,221.301,65.514,65.382
7 Jul 2024 20:43:30.000,6671.820469,0.001249,28.458,356.306,222.231,66.582,66.451
7 Jul 2024 20:44:00.000,6671.917061,0.001236,28.459,356.302,223.224,67.586,67.455
7 Jul 2024 20:44:30.000,6672.021426,0.001222,28.459,356.298,224.282,68.525,68.395
7 Jul 2024 20:45:00.000,6672.133261,0.001207,28.460,356.293,225.406,69.398,69.268
7 Jul 2024 20:45:30.000,6672.252127,0.001191,28.461,356.289,226.596,70.204,70.076
7 Jul 2024 20:46:00.000,6672.377347,0.001174,28.462,356.285,227.852,70.944,70.817
7 Jul 2024 20:46:30.000,6672.507992,0.001156,28.463,356.281,229.172,71.621,71.495
7 Jul 2024 20:47:00.000,6672.642956,0.001137,28.464,356.278,230.550,72.238,72.114
7 Jul 2024 20:47:30.000,6672.781107,0.001117,28.466,356.274,231.983,72.801,72.679
7 Jul 2024 20:48:00.000,6672.921451,0.001096,28.467,356.271,233.465,73.313,73.193
7 Jul 2024 20:48:30.000,6673.063249,0.001073,28.468,356.267,234.996,73.778,73.660
7 Jul 2024 20:49:00.000,6673.206059,0.001049,28.469,356.264,236.574,74.194,74.079
7 Jul 2024 20:49:30.000,6673.349679,0.001024,28.470,356.262,238.202,74.561,74.448
7 Jul 2024 20:50:00.000,6673.494029,0.000998,28.472,356.259,239.883,74.873,74.763
7 Jul 2024 20:50:30.000,6673.639005,0.000971,28.473,356.257,241.624,75.126,75.019
7 Jul 2024 20:51:00.000,6673.784378,0.000942,28.474,356.254,243.428,75.316,75.211
7 Jul 2024 20:51:30.000,6673.929747,0.000913,28.475,356.252,245.300,75.437,75.335
7 Jul 2024 20:52:00.000,6674.074572,0.000882,28.476,356.250,247.244,75.485,75.388
7 Jul 2024 20:52:30.000,6674.218247,0.000850,28.477,356.248,249.265,75.457,75.363
7 Jul 2024 20:53:00.000,6674.360188,0.000817,28.479,356.247,251.368,75.347,75.257
7 Jul 2024 20:53:30.000,6674.499879,0.000784,28.480,356.245,253.560,75.147,75.060
7 Jul 2024 20:54:00.000,6674.636876,0.000749,28.481,356.244,255.854,74.845,74.762
7 Jul 2024 20:54:30.000,6674.770744,0.000713,28.482,356.243,258.262,74.429,74.351
7 Jul 2024 20:55:00.000,6674.900982,0.000676,28.483,356.242,260.800,73.882,73.808
7 Jul 2024 20:55:30.000,6675.026948,0.000639,28.484,356.241,263.490,73.184,73.114
7 Jul 2024 20:56:00.000,6675.147821,0.000600,28.484,356.240,266.353,72.312,72.247
7 Jul 2024 20:56:30.000,6675.262617,0.000561,28.485,356.240,269.419,71.238,71.177
7 Jul 2024 20:57:00.000,6675.370256,0.000521,28.486,356.239,272.723,69.925,69.868
7 Jul 2024 20:57:30.000,6675.469646,0.000481,28.487,356.239,276.314,68.324,68.273
7 Jul 2024 20:58:00.000,6675.559769,0.000440,28.487,356.239,280.259,66.370,66.324
7 Jul 2024 20:58:30.000,6675.639745,0.000399,28.488,356.238,284.655,63.965,63.923
7 Jul 2024 20:59:00.000,6675.708860,0.000358,28.488,356.238,289.642,60.967,60.931
7 Jul 2024 20:59:30.000,6675.766570,0.000318,28.488,356.238,295.429,57.171,57.140
7 Jul 2024 21:00:00.000,6675.812486,0.000279,28.489,356.238,302.323,52.267,52.242
7 Jul 2024 21:00:30.000,6675.846355,0.000243,28.489,356.238,310.774,45.807,45.787
7 Jul 2024 21:01:00.000,6675.868044,0.000210,28.489,356.238,321.396,37.175,37.161
7 Jul 2024 21:01:30.000,6675.877517,0.000183,28.489,356.238,334.868,25.693,25.684
7 Jul 2024 21:02:00.000,6675.874822,0.000166,28.489,356.238,351.450,11.101,11.098
7 Jul 2024 21:02:30.000,6675.860063,0.000161,28.489,356.238,10.082,354.460,354.461
7 Jul 2024 21:03:00.000,6675.833382,0.000170,28.488,356.238,28.293,338.239,338.246
7 Jul 2024 21:03:30.000,6675.794933,0.000190,28.488,356.238,43.934,324.588,324.600
7 Jul 2024 21:04:00.000,6675.744885,0.000218,28.488,356.238,56.441,314.071,314.089
7 Jul 2024 21:04:30.000,6675.683442,0.000252,28.487,356.237,66.289,306.214,306.237
7 Jul 2024 21:05:00.000,6675.610888,0.000289,28.487,356.237,74.163,300.330,300.358
7 Jul 2024 21:05:30.000,6675.527626,0.000328,28.486,356.237,80.631,295.853,295.887
7 Jul 2024 21:06:00.000,6675.434208,0.000367,28.485,356.236,86.091,292.384,292.423
7 Jul 2024 21:06:30.000,6675.331327,0.000407,28.484,356.236,90.816,289.650,289.694
7 Jul 2024 21:07:00.000,6675.219769,0.000447,28.483,356.235,94.989,287.467,287.516
7 Jul 2024 21:07:30.000,6675.100342,0.000487,28.482,356.234,98.740,285.708,285.761
7 Jul 2024 21:08:00.000,6674.973791,0.000527,28.481,356.233,102.158,284.281,284.340
7 Jul 2024 21:08:30.000,6674.840749,0.000565,28.480,356.232,105.310,283.120,283.183
7 Jul 2024 21:09:00.000,6674.701724,0.000604,28.479,356.231,108.247,282.175,282.242
7 Jul 2024 21:09:30.000,6674.557143,0.000641,28.478,356.229,111.008,281.405,281.477
7 Jul 2024 21:10:00.000,6674.407431,0.000677,28.477,356.228,113.622,280.784,280.860
7 Jul 2024 21:10:30.000,6674.253096,0.000713,28.476,356.226,116.110,280.288,280.369
7 Jul 2024 21:11:00.000,6674.094786,0.000747,28.475,356.224,118.487,279.904,279.988
7 Jul 2024 21:11:30.000,6673.933309,0.000780,28.473,356.222,120.762,279.621,279.709
7 Jul 2024 21:12:00.000,6673.769589,0.000812,28.472,356.219,122.944,279.432,279.524
7 Jul 2024 21:12:30.000,6673.604601,0.000843,28.471,356.217,125.036,279.334,279.429
7 Jul 2024 21:13:00.000,6673.439300,0.000873,28.470,356.214,127.041,279.322,279.421
7 Jul 2024 21:13:30.000,6673.274573,0.000901,28.468,356.211,128.963,279.394,279.495
7 Jul 2024 21:14:00.000,6673.111239,0.000928,28.467,356.208,130.805,279.546,279.651
7 Jul 2024 21:14:30.000,6672.950085,0.000953,28.466,356.205,132.568,279.777,279.885
7 Jul 2024 21:15:00.000,6672.791914,0.000978,28.465,356.202,134.254,280.086,280.196
7 Jul 2024 21:15:30.000,6672.637589,0.001000,28.464,356.198,135.862,280.472,280.585
7 Jul 2024 21:16:00.000,6672.488033,0.001022,28.462,356.194,137.393,280.937,281.052
7 Jul 2024 21:16:30.000,6672.344193,0.001043,28.461,356.190,138.843,281.482,281.599
7 Jul 2024 21:17:00.000,6672.206970,0.001062,28.460,356.186,140.212,282.108,282.227
7 Jul 2024 21:17:30.000,6672.077144,0.001080,28.459,356.182,141.499,282.817,282.937
7 Jul 2024 21:18:00.000,6671.955328,0.001097,28.458,356.178,142.705,283.607,283.729
7 Jul 2024 21:18:30.000,6671.841962,0.001114,28.457,356.173,143.831,284.477,284.601
7 Jul 2024 21:19:00.000,6671.737352,0.001129,28.457,356.169,144.879,285.426,285.551
7 Jul 2024 21:19:30.000,6671.641732,0.001144,28.456,356.164,145.851,286.451,286.576
7 Jul 2024 21:20:00.000,6671.555326,0.001159,28.455,356.159,146.750,287.549,287.676
7 Jul 2024 21:20:30.000,6671.478377,0.001172,28.454,356.154,147.576,288.720,288.848
7 Jul 2024 21:21:00.000,6671.411148,0.001186,28.454,356.149,148.332,289.962,290.090
7 Jul 2024 21:21:30.000,6671.353879,0.001199,28.453,356.144,149.019,291.272,291.400
7 Jul 2024 21:22:00.000,6671.306747,0.001212,28.453,356.139,149.640,292.649,292.777
7 Jul 2024 21:22:30.000,6671.269839,0.001226,28.453,356.134,150.198,294.089,294.217
7 Jul 2024 21:23:00.000,6671.243158,0.001239,28.453,356.129,150.698,295.588,295.716
7 Jul 2024 21:23:30.000,6671.226661,0.001253,28.452,356.123,151.142,297.142,297.270
7 Jul 2024 21:24:00.000,6671.220319,0.001267,28.452,356.118,151.536,298.746,298.873
7 Jul 2024 21:24:30.000,6671.224154,0.001281,28.453,356.113,151.885,300.397,300.524
7 Jul 2024 21:25:00.000,6671.238248,0.001296,28.453,356.108,152.190,302.090,302.216
7 Jul 2024 21:25:30.000,6671.262712,0.001312,28.453,356.102,152.459,303.820,303.945
7 Jul 2024 21:26:00.000,6671.297620,0.001329,28.453,356.097,152.695,305.584,305.707
7 Jul 2024 21:26:30.000,6671.342938,0.001347,28.454,356.092,152.904,307.373,307.496
7 Jul 2024 21:27:00.000,6671.398479,0.001366,28.454,356.087,153.095,309.182,309.304
7 Jul 2024 21:27:30.000,6671.463908,0.001386,28.455,356.082,153.274,311.003,311.123
7 Jul 2024 21:28:00.000,6671.538777,0.001407,28.455,356.077,153.449,312.827,312.946
7 Jul 2024 21:28:30.000,6671.622603,0.001430,28.456,356.072,153.627,314.649,314.765
7 Jul 2024 21:29:00.000,6671.714933,0.001454,28.457,356.068,153.815,316.460,316.575
7 Jul 2024 21:29:30.000,6671.815375,0.001479,28.458,356.063,154.019,318.256,318.369
7 Jul 2024 21:30:00.000,6671.923591,0.001505,28.459,356.059,154.243,320.032,320.143
7 Jul 2024 21:30:30.000,6672.039251,0.001533,28.459,356.054,154.492,321.783,321.891
7 Jul 2024 21:31:00.000,6672.161972,0.001562,28.460,356.050,154.770,323.504,323.611
7 Jul 2024 21:31:30.000,6672.291282,0.001591,28.462,356.046,155.081,325.192,325.296
7 Jul 2024 21:32:00.000,6672.426608,0.001622,28.463,356.042,155.430,326.843,326.945
7 Jul 2024 21:32:30.000,6672.567321,0.001654,28.464,356.039,155.820,328.454,328.553
7 Jul 2024 21:33:00.000,6672.712789,0.001687,28.465,356.035,156.252,330.022,330.118
7 Jul 2024 21:33:30.000,6672.862422,0.001720,28.466,356.032,156.728,331.545,331.639
7 Jul 2024 21:34:00.000,6673.015688,0.001754,28.467,356.029,157.250,333.023,333.114
7 Jul 2024 21:34:30.000,6673.172072,0.001789,28.469,356.026,157.818,334.455,334.543
7 Jul 2024 21:35:00.000,6673.330993,0.001824,28.470,356.023,158.433,335.840,335.925
7 Jul 2024 21:35:30.000,6673.491728,0.001860,28.471,356.021,159.095,337.176,337.259
7 Jul 2024 21:36:00.000,6673.653346,0.001895,28.472,356.018,159.807,338.465,338.544
7 Jul 2024 21:36:30.000,6673.814715,0.001931,28.474,356.016,160.567,339.703,339.780
7 Jul 2024 21:37:00.000,6673.974568,0.001966,28.475,356.014,161.377,340.893,340.967
7 Jul 2024 21:37:30.000,6674.131613,0.002000,28.476,356.012,162.234,342.035,342.106
7 Jul 2024 21:38:00.000,6674.284655,0.002034,28.477,356.010,163.138,343.132,343.199
7 Jul 2024 21:38:30.000,6674.432686,0.002067,28.478,356.009,164.084,344.185,344.249
7 Jul 2024 21:39:00.000,6674.574916,0.002099,28.479,356.008,165.070,345.198,345.259
7 Jul 2024 21:39:30.000,6674.710742,0.002130,28.480,356.006,166.093,346.174,346.233
7 Jul 2024 21:40:00.000,6674.839680,0.002159,28.481,356.005,167.149,347.118,347.173
7 Jul 2024 21:40:30.000,6674.961281,0.002186,28.482,356.004,168.236,348.030,348.082
7 Jul 2024 21:41:00.000,6675.075082,0.002212,28.483,356.004,169.351,348.915,348.963
7 Jul 2024 21:41:30.000,6675.180598,0.002237,28.484,356.003,170.491,349.773,349.819
7 Jul 2024 21:42:00.000,6675.277349,0.002259,28.485,356.002,171.655,350.609,350.651
7 Jul 2024 21:42:30.000,6675.364906,0.002280,28.485,356.002,172.839,351.423,351.462
7 Jul 2024 21:43:00.000,6675.442923,0.002299,28.486,356.002,174.042,352.219,352.255
7 Jul 2024 21:43:30.000,6675.511129,0.002315,28.486,356.001,175.262,352.998,353.031
7 Jul 2024 21:44:00.000,6675.569290,0.002330,28.487,356.001,176.497,353.763,353.792
7 Jul 2024 21:44:30.000,6675.617149,0.002342,28.487,356.001,177.743,354.515,354.541
7 Jul 2024 21:45:00.000,6675.654375,0.002352,28.488,356.001,179.001,355.256,355.279
7 Jul 2024 21:45:30.000,6675.680554,0.002360,28.488,356.001,180.268,355.988,356.007
7 Jul 2024 21:46:00.000,6675.695232,0.002366,28.488,356.001,181.542,356.714,356.729
7 Jul 2024 21:46:30.000,6675.697997,0.002369,28.488,356.001,182.820,357.435,357.447
7 Jul 2024 21:47:00.000,6675.688572,0.002369,28.488,356.001,184.100,358.154,358.163
7 Jul 2024 21:47:30.000,6675.666881,0.002368,28.488,356.001,185.378,358.875,358.880
7 Jul 2024 21:48:00.000,6675.633070,0.002363,28.487,356.001,186.652,359.600,359.602
7 Jul 2024 21:48:30.000,6675.587464,0.002356,28.487,356.001,187.919,0.332,0.330
7 Jul 2024 21:49:00.000,6675.530489,0.002347,28.487,356.001,189.176,1.074,1.069
7 Jul 2024 21:49:30.000,6675.462588,0.002336,28.486,356.001,190.422,1.828,1.819
7 Jul 2024 21:50:00.000,6675.384170,0.002322,28.486,356.000,191.654,2.595,2.583
7 Jul 2024 21:50:30.000,6675.295606,0.002306,28.485,356.000,192.869,3.379,3.363
7 Jul 2024 21:51:00.000,6675.197284,0.002288,28.484,356.000,194.067,4.180,4.161
7 Jul 2024 21:51:30.000,6675.089680,0.002269,28.484,355.999,195.244,5.003,4.980
7 Jul 2024 21:52:00.000,6674.973430,0.002247,28.483,355.998,196.398,5.848,5.822
7 Jul 2024 21:52:30.000,6674.849349,0.002223,28.482,355.998,197.526,6.719,6.690
7 Jul 2024 21:53:00.000,6674.718396,0.002198,28.481,355.997,198.627,7.618,7.585
7 Jul 2024 21:53:30.000,6674.581590,0.002172,28.480,355.996,199.699,8.546,8.509
7 Jul 2024 21:54:00.000,6674.439900,0.002144,28.479,355.994,200.740,9.505,9.464
7 Jul 2024 21:54:30.000,6674.294155,0.002116,28.478,355.993,201.749,10.495,10.451
7 Jul 2024 21:55:00.000,6674.145004,0.002086,28.477,355.991,202.726,11.519,11.471
7 Jul 2024 21:55:30.000,6673.992935,0.002055,28.476,355.990,203.669,12.576,12.525
7 Jul 2024 21:56:00.000,6673.838343,0.002024,28.474,355.988,204.576,13.669,13.614
7 Jul 2024 21:56:30.000,6673.681640,0.001992,28.473,355.986,205.446,14.799,14.741
7 Jul 2024 21:57:00.000,6673.523332,0.001960,28.472,355.983,206.276,15.969,15.907
7 Jul 2024 21:57:30.000,6673.364074,0.001927,28.471,355.981,207.065,17.180,17.115
7 Jul 2024 21:58:00.000,6673.204670,0.001894,28.469,355.978,207.811,18.435,18.366
7 Jul 2024 21:58:30.000,6673.046037,0.001861,28.468,355.975,208.512,19.734,19.662
7 Jul 2024 21:59:00.000,6672.889131,0.001828,28.467,355.972,209.168,21.078,21.002
7 Jul 2024 21:59:30.000,6672.734888,0.001796,28.466,355.969,209.780,22.466,22.387
7 Jul 2024 22:00:00.000,6672.584166,0.001764,28.465,355.966,210.349,23.898,23.816
7 Jul 2024 22:00:30.000,6672.437722,0.001733,28.463,355.962,210.875,25.373,25.288
7 Jul 2024 22:01:00.000,6672.296211,0.001702,28.462,355.959,211.360,26.888,26.799
7 Jul 2024 22:01:30.000,6672.160201,0.001672,28.461,355.955,211.807,28.441,28.350
7 Jul 2024 22:02:00.000,6672.030193,0.001643,28.460,355.951,212.218,30.030,29.936
7 Jul 2024 22:02:30.000,6671.906644,0.001615,28.459,355.947,212.597,31.653,31.556
7 Jul 2024 22:03:00.000,6671.789991,0.001589,28.458,355.942,212.945,33.305,33.205
7 Jul 2024 22:03:30.000,6671.680666,0.001563,28.457,355.938,213.268,34.982,34.880
7 Jul 2024 22:04:00.000,6671.579117,0.001539,28.456,355.933,213.569,36.682,36.577
7 Jul 2024 22:04:30.000,6671.485814,0.001515,28.456,355.929,213.854,38.397,38.290
7 Jul 2024 22:05:00.000,6671.401247,0.001493,28.455,355.924,214.128,40.124,40.014
7 Jul 2024 22:05:30.000,6671.325914,0.001472,28.454,355.919,214.397,41.855,41.743
7 Jul 2024 22:06:00.000,6671.260292,0.001453,28.454,355.914,214.668,43.584,43.469
7 Jul 2024 22:06:30.000,6671.204802,0.001434,28.453,355.909,214.949,45.304,45.187
7 Jul 2024 22:07:00.000,6671.159778,0.001417,28.453,355.904,215.246,47.007,46.888
7 Jul 2024 22:07:30.000,6671.125452,0.001401,28.453,355.899,215.566,48.686,48.566
7 Jul 2024 22:08:00.000,6671.101958,0.001386,28.453,355.893,215.916,50.337,50.214
7 Jul 2024 22:08:30.000,6671.089344,0.001371,28.452,355.888,216.301,51.951,51.827
7 Jul 2024 22:09:00.000,6671.087600,0.001358,28.452,355.883,216.727,53.525,53.400
7 Jul 2024 22:09:30.000,6671.096664,0.001345,28.452,355.878,217.198,55.052,54.926
7 Jul 2024 22:10:00.000,6671.116419,0.001332,28.453,355.873,217.720,56.530,56.403
7 Jul 2024 22:10:30.000,6671.146673,0.001320,28.453,355.867,218.295,57.954,57.826
7 Jul 2024 22:11:00.000,6671.187132,0.001308,28.453,355.862,218.927,59.321,59.192
7 Jul 2024 22:11:30.000,6671.237389,0.001297,28.454,355.857,219.616,60.630,60.501
7 Jul 2024 22:12:00.000,6671.296941,0.001285,28.454,355.852,220.365,61.880,61.750
7 Jul 2024 22:12:30.000,6671.365241,0.001272,28.455,355.847,221.172,63.071,62.941
7 Jul 2024 22:13:00.000,6671.441773,0.001260,28.455,355.842,222.038,64.204,64.074
7 Jul 2024 22:13:30.000,6671.526126,0.001247,28.456,355.838,222.961,65.278,65.148
7 Jul 2024 22:14:00.000,6671.618039,0.001234,28.457,355.833,223.944,66.293,66.164
7 Jul 2024 22:14:30.000,6671.717396,0.001220,28.457,355.829,224.986,67.248,67.119
7 Jul 2024 22:15:00.000,6671.824154,0.001205,28.458,355.824,226.092,68.139,68.011
7 Jul 2024 22:15:30.000,6671.938249,0.001190,28.459,355.820,227.264,68.964,68.837
7 Jul 2024 22:16:00.000,6672.059472,0.001174,28.460,355.816,228.504,69.720,69.594
7 Jul 2024 22:16:30.000,6672.187394,0.001157,28.461,355.812,229.814,70.406,70.281
7 Jul 2024 22:17:00.000,6672.321336,0.001139,28.462,355.808,231.194,71.022,70.899
7 Jul 2024 22:17:30.000,6672.460413,0.001120,28.464,355.805,232.642,71.570,71.449
7 Jul 2024 22:18:00.000,6672.603625,0.001100,28.465,355.801,234.155,72.052,71.933
7 Jul 2024 22:18:30.000,6672.749961,0.001079,28.466,355.798,235.731,72.472,72.354
7 Jul 2024 22:19:00.000,6672.898487,0.001056,28.467,355.795,237.367,72.830,72.715
7 Jul 2024 22:19:30.000,6673.048377,0.001032,28.468,355.792,239.062,73.130,73.017
7 Jul 2024 22:20:00.000,6673.198889,0.001007,28.469,355.789,240.816,73.370,73.260
7 Jul 2024 22:20:30.000,6673.349297,0.000981,28.471,355.787,242.629,73.551,73.444
7 Jul 2024 22:21:00.000,6673.498821,0.000953,28.472,355.785,244.501,73.674,73.569
7 Jul 2024 22:21:30.000,6673.646580,0.000924,28.473,355.782,246.431,73.737,73.635
7 Jul 2024 22:22:00.000,6673.791597,0.000894,28.474,355.780,248.419,73.743,73.644
7 Jul 2024 22:22:30.000,6673.932857,0.000862,28.475,355.779,250.463,73.692,73.597
7 Jul 2024 22:23:00.000,6674.069403,0.000830,28.477,355.777,252.562,73.585,73.494
7 Jul 2024 22:23:30.000,6674.200430,0.000796,28.478,355.775,254.717,73.422,73.335
7 Jul 2024 22:24:00.000,6674.325350,0.000761,28.479,355.774,256.931,73.200,73.117
7 Jul 2024 22:24:30.000,6674.443809,0.000725,28.480,355.773,259.212,72.912,72.833
